Employee_ID,First Name,Last Name,Gender,MaritalStatus,Department,Grade,Employee_Count,Job_Satisfaction,MonthlyIncome,MonthlyRate,Age,Job Type,Job Experience,Hire_Date,Company_Environment,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Country
213,Perry,Rollins,Male,Single,Sales,2,1,3,9981,12916,27,Permannent,14,8/29/2009,4,2,3,7,Australia
214,Makayla,York,Female,Married,TECH,3,1,2,12490,15736,51,Permannent,14,8/30/2009,2,5,1,10,Australia
215,Jo,Olsen,Female,Single,TECH,1,1,1,2657,8556,30,Permannent,14,8/31/2009,4,5,3,5,Australia
216,Christian,Mosley,Male,Single,Sales,3,1,4,13591,14674,41,Permannent,14,9/1/2009,4,3,3,1,Australia
217,Nancy,Arias,Male,Single,Sales,2,1,1,6696,22967,30,Permannent,14,9/2/2009,3,5,2,6,Australia
218,Cheryl,Friedman,Female,Single,TECH,1,1,3,2058,19757,29,Permannent,14,9/3/2009,3,1,2,6,Australia
219,Helen,Maynard,Male,Single,Sales,3,1,4,8865,16840,45,Permannent,14,9/4/2009,4,2,3,19,Australia
220,Jennifer,Kane,Female,Married,Sales,2,1,1,5940,17011,54,Permannent,14,9/5/2009,4,4,3,6,Australia
221,Danielle,Howard,Female,Single,TECH,2,1,2,5914,9945,36,Permannent,14,9/6/2009,4,3,4,13,Australia
222,Candice,Estes,Male,Married,TECH,1,1,2,2622,13248,33,Permannent,14,9/7/2009,3,3,3,3,Australia
223,Renee,Alvarado,Female,Divorced,TECH,3,1,4,12185,10056,37,Permannent,14,9/8/2009,2,1,3,10,Australia
224,Annette,Santos,Female,Divorced,Sales,3,1,3,10609,9647,38,Permannent,14,9/9/2009,1,6,2,16,Australia
225,Kerry,Newman,Male,Married,TECH,2,1,3,4345,4381,31,Permannent,14,9/10/2009,3,2,3,5,Australia
226,Lindsey,Kline,Male,Married,TECH,1,1,4,2177,8456,59,Permannent,14,9/11/2009,3,6,3,1,United Kingdom
227,Dominic,Buchanan,Male,Divorced,Sales,1,1,4,2793,2539,37,Permannent,14,9/12/2009,1,2,3,9,United Kingdom
228,Gordon,Hess,Male,Married,Sales,3,1,4,7918,6599,29,Permannent,14,9/13/2009,2,5,3,11,United Kingdom
229,Bruce,Pineda,Male,Single,Sales,3,1,3,8789,9096,35,Permannent,14,9/14/2009,3,3,4,10,United Kingdom
230,Maxwell,Vega,Female,Single,TECH,1,1,4,2389,14961,29,Permannent,14,9/15/2009,3,3,2,4,United Kingdom
231,Geoffrey,Lawrence,Female,Single,TECH,1,1,4,3212,3300,52,Permannent,14,9/16/2009,3,3,2,2,United Kingdom
232,Charlene,Schwartz,Male,Married,TECH,5,1,4,19232,4933,42,Permannent,14,9/17/2009,3,3,3,22,United Kingdom
233,Anita,Burnett,Male,Married,Human Resources,1,1,3,2267,25657,59,Permannent,14,9/18/2009,2,2,2,2,United Kingdom
234,Leslie,Patel,Male,Divorced,Sales,5,1,4,19517,24118,50,Permannent,14,9/19/2009,4,3,2,7,United Kingdom
235,Pamela,Hayden,Female,Married,TECH,1,1,4,2436,22149,33,Permannent,14,9/20/2009,3,2,1,5,United Kingdom
236,Deanna,Ford,Male,Married,Sales,4,1,4,16064,7744,43,Permannent,14,9/21/2009,4,3,3,17,United Kingdom
237,Bonnie,Hammond,Male,Married,TECH,1,1,1,2707,21509,33,Permannent,14,9/22/2009,1,3,4,9,United Kingdom
238,Debra,Byrd,Male,Single,Sales,5,1,3,19068,21030,52,Permannent,14,9/23/2009,1,2,4,33,United Kingdom
239,Sharon,Torres,Male,Married,Sales,1,1,2,3931,20990,32,Permannent,14,9/24/2009,3,5,3,4,United Kingdom
240,Olivia,Austin,Male,Single,TECH,1,1,3,3730,9571,32,Permannent,14,9/25/2009,4,2,1,3,United Kingdom
241,Jean,Harmon,Female,Divorced,TECH,1,1,3,2232,15417,39,Permannent,14,9/26/2009,3,1,3,3,United Kingdom
242,Bridget,Griffith,Male,Married,Sales,2,1,4,4465,12069,32,Permannent,14,9/27/2009,3,2,3,3,United Kingdom
243,Curtis,Flores,Female,Divorced,TECH,2,1,1,3072,19877,41,Permannent,14,9/28/2009,3,2,2,1,United Kingdom
244,Bridget,Ryan,Male,Divorced,TECH,2,1,4,3319,24447,40,Permannent,14,9/29/2009,1,3,3,9,United Kingdom
245,Mitchell,Boyd,Female,Married,TECH,5,1,4,19202,15970,45,Permannent,14,9/30/2009,3,2,3,24,United Kingdom
246,Peter,Bruce,Female,Divorced,TECH,3,1,3,13675,13523,31,Permannent,14,10/1/2009,2,3,3,2,United Kingdom
247,Jonathon,Huynh,Male,Married,TECH,1,1,4,2911,14776,33,Permannent,14,10/2/2009,3,2,2,2,United Kingdom
248,Connie,Myers,Male,Married,TECH,2,1,1,5957,23687,34,Permannent,14,10/3/2009,4,3,3,11,United Kingdom
249,Stacie,Barnett,Female,Married,TECH,1,1,1,3920,18697,37,Permannent,14,10/4/2009,3,2,2,3,United Kingdom
250,Jacqueline,Harper,Male,Married,TECH,2,1,3,6434,5118,45,Permannent,14,10/5/2009,1,1,3,3,United Kingdom
251,Kara,Bruce,Female,Divorced,TECH,3,1,3,10048,22573,37,Permannent,14,10/6/2009,1,5,3,1,United Kingdom
252,Caroline,Lindsey,Male,Single,TECH,3,1,3,10938,6420,,Permannent,14,10/7/2009,3,1,3,19,United Kingdom
253,Meagan,Salazar,Male,Single,TECH,1,1,4,2340,22673,29,Permannent,14,10/8/2009,3,1,3,6,United Kingdom
254,Jamie,Logan,Female,Single,TECH,2,1,1,6545,23016,42,Permannent,14,10/9/2009,4,1,3,3,United Kingdom
255,Nicholas,Glenn,Female,Divorced,Sales,2,1,4,6931,10732,29,Permannent,14,10/10/2009,4,2,3,3,United Kingdom
256,Shane,Donaldson,Male,Married,TECH,2,1,3,4898,7505,25,Permannent,14,10/11/2009,1,3,3,4,United Kingdom
257,Norman,Zhang,Male,Divorced,TECH,1,1,1,2593,8007,42,Permannent,14,10/12/2009,4,4,3,9,United Kingdom
258,Pamela,Hutchinson,Female,Divorced,TECH,5,1,3,19436,5949,40,Permannent,14,10/13/2009,1,5,3,21,United Kingdom
259,Yolanda,Stanton,Male,Married,TECH,1,1,4,2723,23231,51,Permannent,14,10/14/2009,3,0,2,1,United Kingdom
260,Phillip,Valencia,Male,Single,TECH,1,1,2,3479,11652,31,Permannent,14,10/15/2009,3,2,4,5,United Kingdom
261,Taylor,Benton,Male,Married,TECH,1,1,2,2794,26062,32,Permannent,14,10/16/2009,2,3,1,5,United Kingdom
262,Ebony,Ross,Male,Married,Sales,2,1,4,5249,19682,38,Permannent,14,10/17/2009,4,0,3,8,United Kingdom
263,Lucas,Hess,Male,Single,TECH,2,1,1,2176,19737,32,Permannent,14,10/18/2009,4,5,3,6,United Kingdom
264,Alan,Nixon,Female,Married,Sales,4,1,2,16872,14977,46,Permannent,14,10/19/2009,3,2,2,7,United Kingdom
265,Ernest,Wong,Male,Single,TECH,1,1,3,3485,14935,28,Permannent,14,10/20/2009,1,5,1,0,United Kingdom
266,Kristina,Krueger,Male,Married,Sales,2,1,2,6644,3687,29,Permannent,14,10/21/2009,1,2,3,0,United Kingdom
267,Shaun,Nixon,Male,Married,TECH,2,1,4,5582,14408,31,Permannent,14,10/22/2009,2,2,3,9,United Kingdom
268,Anthony,Wallace,Male,Divorced,TECH,2,1,1,4000,18384,25,Permannent,14,10/23/2009,2,2,3,6,United Kingdom
269,William,Ingram,Female,Married,TECH,4,1,4,13496,7501,45,Permannent,14,10/24/2009,3,2,3,20,United Kingdom
270,Bobby,Day,Female,Married,TECH,1,1,4,3210,20251,36,Permannent,14,10/25/2009,4,4,3,15,United Kingdom
271,Krista,Booker,Male,Single,TECH,5,1,1,19045,18938,55,Permannent,14,10/26/2009,4,2,3,36,United Kingdom
272,Isaiah,Hood,Male,Married,TECH,3,1,2,11849,10268,47,Permannent,14,10/27/2009,1,2,2,10,United Kingdom
273,Gilbert,Church,Female,Married,TECH,1,1,4,2070,2613,28,Permannent,14,10/28/2009,4,3,2,5,United Kingdom
274,Dawn,Francis,Female,Married,Sales,2,1,4,6502,22825,37,Permannent,14,10/29/2009,3,5,4,5,United Kingdom
275,Melody,Jacobson,Male,Single,TECH,1,1,3,3230,10531,21,Permannent,14,10/30/2009,4,4,4,3,United Kingdom
276,Edgar,Ball,Male,Divorced,TECH,3,1,4,13603,11677,37,Permannent,14,10/31/2009,1,2,3,5,United Kingdom
277,Allison,Walls,Male,Divorced,TECH,3,1,2,11996,19100,35,Permannent,14,11/1/2009,2,6,2,7,United Kingdom
278,Clayton,Anderson,Female,Divorced,Sales,2,1,1,5605,19191,38,Permannent,14,11/2/2009,1,3,3,8,United Kingdom
279,Desiree,Beltran,Female,Divorced,TECH,2,1,2,6397,26767,26,Permannent,14,11/3/2009,3,6,1,6,United Kingdom
280,Yvette,Webster,Male,Divorced,TECH,5,1,2,19144,15815,50,Permannent,14,11/4/2009,1,4,2,10,United Kingdom
281,Albert,Cross,Male,Married,TECH,4,1,3,17584,21016,53,Permannent,14,11/5/2009,3,5,2,5,United Kingdom
282,Kara,Gamble,Male,Married,Sales,2,1,3,4907,24532,42,Permannent,14,11/6/2009,2,3,3,20,United Kingdom
283,Yolanda,Miller,Male,Single,Sales,2,1,4,4554,20260,29,Permannent,14,11/7/2009,2,3,2,10,United Kingdom
284,Cheryl,Tucker,Female,Married,TECH,2,1,4,5415,15972,55,Permannent,14,11/8/2009,2,4,3,10,United Kingdom
285,Beverly,Clarke,Female,Married,TECH,2,1,1,4741,22722,26,Permannent,14,11/9/2009,1,3,3,5,United Kingdom
286,Kerri,Morris,Male,Single,TECH,1,1,4,2115,15881,37,Permannent,14,11/10/2009,4,3,3,17,United Kingdom
287,Ralph,Richards,Female,Divorced,TECH,1,1,3,3161,19920,44,Permannent,14,11/11/2009,4,0,1,1,United Kingdom
288,Stefanie,Castillo,Female,Divorced,TECH,2,1,4,5745,18899,38,Permannent,14,11/12/2009,4,2,3,2,United Kingdom
289,Judith,Huff,Male,Divorced,TECH,1,1,2,2373,14180,26,Permannent,14,11/13/2009,1,2,3,3,United Kingdom
290,Benjamin,Ramsey,Male,Single,TECH,1,1,4,3310,4488,28,Permannent,14,11/14/2009,4,3,3,5,United Kingdom
291,Pamela,Dean,Female,Single,TECH,5,1,1,18665,25594,49,Permannent,14,11/15/2009,3,4,3,3,United Kingdom
292,Tricia,Chandler,Female,Single,TECH,2,1,2,4485,26285,36,Permannent,14,11/16/2009,3,2,3,8,United Kingdom
293,Zachary,Nixon,Female,Divorced,Sales,1,1,2,2789,3909,31,Permannent,14,11/17/2009,4,5,2,2,United Kingdom
294,Leon,Guerrero,Male,Single,Sales,2,1,4,5828,8450,26,Permannent,14,11/18/2009,4,0,3,8,United Kingdom
295,Lacey,Casey,Male,Married,TECH,1,1,4,2326,11411,37,Permannent,14,11/19/2009,2,3,2,4,United Kingdom
296,Yesenia,Petty,Male,Married,Sales,4,1,2,13525,14864,42,Permannent,14,11/20/2009,3,2,4,20,United Kingdom
297,Phillip,Morales,Male,Single,TECH,1,1,3,1420,25233,18,Permannent,14,11/21/2009,3,2,3,0,United Kingdom
298,Teresa,Powers,Male,Married,Sales,3,1,2,8020,5100,35,Permannent,14,11/22/2009,3,3,2,11,United Kingdom
299,Stacy,Roach,Female,Married,TECH,1,1,4,3688,7122,36,Permannent,14,11/23/2009,3,2,3,1,United Kingdom
300,Gary,Blackwell,Male,Divorced,TECH,2,1,2,5482,16321,51,Permannent,14,11/24/2009,4,3,3,4,United Kingdom
301,Jasmine,Irwin,Male,Single,Sales,4,1,2,16015,15896,41,Permannent,14,11/25/2009,4,2,3,22,United Kingdom
302,Angie,Munoz,Female,Single,Sales,1,1,3,1200,9724,18,Permannent,14,11/26/2009,4,2,3,0,United Kingdom
303,Stanley,Beard,Male,Single,TECH,2,1,1,5661,4824,28,Permannent,14,11/27/2009,2,2,3,8,United Kingdom
304,Mary,Donaldson,Female,Married,Sales,2,1,4,6929,12241,31,Permannent,14,11/28/2009,2,3,2,8,United Kingdom
305,Tristan,Aguirre,Male,Divorced,TECH,3,1,4,9613,10942,39,Permannent,14,11/29/2009,3,5,2,18,United Kingdom
306,Jessica,Stokes,Male,Married,TECH,2,1,2,5674,6927,36,Permannent,14,11/30/2009,2,3,3,9,United Kingdom
307,Kerry,Downs,Male,Married,Sales,2,1,3,5484,16985,32,Permannent,14,12/1/2009,4,3,2,13,United Kingdom
308,Megan,Owen,Female,Married,TECH,3,1,2,12061,26707,38,Permannent,14,12/2/2009,1,2,3,10,United Kingdom
309,Steven,Decker,Female,Divorced,TECH,2,1,3,5660,17056,58,Permannent,14,12/3/2009,4,2,3,5,United Kingdom
310,Dwayne,Vazquez,Male,Married,TECH,1,1,4,4821,10077,31,Permannent,14,12/4/2009,3,4,3,5,United Kingdom
311,Chelsey,Singh,Male,Married,Human Resources,2,1,1,6410,17822,31,Permannent,14,12/5/2009,1,1,3,2,United Kingdom
312,Alex,Newton,Female,Divorced,TECH,3,1,1,5210,20308,45,Permannent,14,12/6/2009,1,2,3,24,United Kingdom
313,Bethany,Walsh,Female,Divorced,TECH,1,1,4,2695,7747,31,Permannent,14,12/7/2009,3,2,1,2,United Kingdom
314,Mario,Pennington,Male,Married,TECH,3,1,2,11878,23364,33,Permannent,14,12/8/2009,4,2,3,10,United Kingdom
315,Deborah,Benjamin,Male,Married,TECH,4,1,1,17068,5355,39,Permannent,14,12/9/2009,3,3,3,21,United Kingdom
316,Marc,Owens,Female,Single,TECH,1,1,4,2455,10675,43,Permannent,14,12/10/2009,3,5,3,8,United Kingdom
317,Kristin,Love,Female,Single,TECH,4,1,3,13964,17810,49,Permannent,14,12/11/2009,3,2,3,7,United Kingdom
318,Frederick,Villegas,Female,Married,TECH,2,1,2,4941,17747,52,Permannent,14,12/12/2009,3,3,2,8,United Kingdom
319,Angel,Vance,Male,Single,TECH,1,1,2,2478,20938,27,Permannent,14,12/13/2009,3,2,2,4,United Kingdom
320,Tasha,Stout,Male,Married,Sales,2,1,2,5228,24624,32,Permannent,14,12/14/2009,3,2,3,13,United Kingdom
321,Emily,Good,Female,Single,Sales,2,1,3,4478,5242,,Permannent,14,12/15/2009,4,3,3,5,United Kingdom
322,Warren,Harrington,Male,Divorced,Sales,2,1,4,7547,7143,31,Permannent,14,12/16/2009,4,3,3,7,United Kingdom
323,Julian,Camacho,Male,Single,TECH,2,1,4,5055,10557,32,Permannent,14,12/17/2009,1,0,2,7,United Kingdom
324,Edward,Powers,Male,Married,TECH,1,1,4,3464,24737,28,Permannent,14,12/18/2009,1,4,2,3,United Kingdom
325,Hector,Fritz,Male,Married,TECH,2,1,4,5775,11934,30,Permannent,16,12/18/2007,4,2,3,10,United Kingdom
326,Brittney,May,Female,Married,TECH,3,1,3,8943,14034,31,Permannent,16,12/19/2007,3,2,3,10,United Kingdom
327,Bethany,Santos,Male,Married,TECH,5,1,4,19272,21141,39,Permannent,16,12/20/2007,3,2,3,21,United Kingdom
328,Vicki,Mitchell,Male,Married,Sales,2,1,3,5238,17778,39,Permannent,16,12/21/2007,4,3,2,1,United Kingdom
329,Jay,Perkins,Male,Single,Sales,2,1,4,4682,4317,33,Permannent,16,12/22/2007,2,6,2,7,United Kingdom
330,Candace,Case,Female,Married,TECH,5,1,3,18300,16375,47,Permannent,16,12/23/2007,4,2,3,3,United Kingdom
331,Valerie,Welch,Female,Divorced,TECH,2,1,3,5257,6227,43,Permannent,16,12/24/2007,3,3,4,9,United Kingdom
332,Hunter,Blair,Female,Married,Sales,2,1,2,6349,22107,27,Permannent,16,12/25/2007,3,0,3,5,United Kingdom
333,Phillip,Barnes,Female,Single,TECH,2,1,3,4869,16885,54,Permannent,16,12/26/2007,4,4,2,4,United Kingdom
334,Micheal,Booker,Male,Married,TECH,3,1,1,9985,9262,43,Permannent,16,12/27/2007,3,1,2,1,United Kingdom
335,Daniel,Morris,Female,Married,TECH,2,1,4,3697,9278,45,Permannent,16,12/28/2007,4,3,3,10,United Kingdom
336,Jonathan,Molina,Female,Married,Sales,2,1,4,7457,13273,40,Permannent,16,12/29/2007,2,2,2,4,United Kingdom
337,Kirk,Norton,Female,Married,TECH,1,1,1,2119,4759,29,Permannent,16,12/30/2007,2,4,2,7,United Kingdom
338,Kurt,Liu,Male,Single,TECH,1,1,4,3983,7621,29,Permannent,16,12/31/2007,2,2,3,3,United Kingdom
339,Stefanie,Prince,Female,Divorced,Sales,2,1,3,6118,5431,30,Permannent,16,1/1/2008,4,2,3,10,United Kingdom
340,Ariana,Hickman,Male,Married,Sales,2,1,2,6214,3415,27,Permannent,16,1/2/2008,2,3,3,8,United Kingdom
341,Lydia,Torres,Female,Divorced,TECH,2,1,4,6347,23177,37,Permannent,16,1/3/2008,4,2,2,6,United Kingdom
342,Jenny,Hurley,Female,Divorced,TECH,3,1,4,11510,15682,38,Permannent,16,1/4/2008,3,3,3,11,United Kingdom
343,Ryan,Ward,Female,Single,TECH,3,1,4,7143,25713,31,Permannent,16,1/5/2008,3,2,2,11,United Kingdom
344,Aimee,Bridges,Male,Divorced,Sales,2,1,2,8268,11866,29,Permannent,16,1/6/2008,4,2,3,7,United Kingdom
345,Kari,Brewer,Female,Single,TECH,3,1,2,8095,18264,35,Permannent,16,1/7/2008,3,5,3,16,United Kingdom
346,Vicki,Park,Male,Divorced,TECH,1,1,4,2904,16092,23,Permannent,16,1/8/2008,3,2,2,4,United Kingdom
347,Kerri,Simpson,Male,Single,TECH,2,1,2,6032,10110,41,Permannent,16,1/9/2008,4,3,3,5,United Kingdom
348,Raven,Moore,Male,Single,Sales,2,1,3,2976,25751,47,Permannent,16,1/10/2008,2,3,3,0,United Kingdom
349,Darryl,Barton,Female,Single,TECH,4,1,4,15992,15901,42,Permannent,16,1/11/2008,1,2,3,1,United Kingdom
350,Leah,Benton,Male,Married,Sales,2,1,3,4649,16928,29,Permannent,16,1/12/2008,4,3,2,4,United Kingdom
351,Bernard,Schroeder,Male,Divorced,Human Resources,1,1,3,2696,24017,42,Permannent,16,1/13/2008,3,5,3,3,United Kingdom
352,Robert,Montgomery,Female,Married,TECH,1,1,2,2370,3956,32,Permannent,16,1/14/2008,3,4,3,8,United Kingdom
353,Randall,Collins,Female,Married,Sales,3,1,3,12504,23978,48,Permannent,16,1/15/2008,1,3,1,0,United Kingdom
354,Stacie,Archer,Female,Divorced,TECH,2,1,1,5974,17001,,Permannent,16,1/16/2008,3,2,3,7,United Kingdom
355,Eduardo,Rodgers,Female,Married,Sales,2,1,3,4736,6069,30,Permannent,16,1/17/2008,4,2,4,2,United Kingdom
356,Robert,Avila,Male,Married,Sales,2,1,3,5296,20156,26,Permannent,16,1/18/2008,3,3,3,8,United Kingdom
357,Jermaine,Michael,Female,Single,TECH,2,1,4,6781,17078,42,Permannent,16,1/19/2008,1,6,3,1,United Kingdom
358,Lance,Blankenship,Male,Single,Sales,1,1,2,2174,9150,21,Permannent,16,1/20/2008,1,3,3,3,United Kingdom
359,Alvin,Smith,Male,Single,Sales,2,1,4,6653,15276,36,Permannent,16,1/21/2008,4,6,3,1,United Kingdom
360,Kathryn,Bernard,Female,Married,Sales,3,1,4,9699,7246,36,Permannent,16,1/22/2008,1,2,3,13,United Kingdom
361,Jamie,Jimenez,Female,Married,TECH,2,1,3,6755,2967,57,Permannent,16,1/23/2008,4,2,3,3,United Kingdom
362,Francisco,Hutchinson,Female,Married,TECH,1,1,3,2213,22495,40,Permannent,16,1/24/2008,4,3,3,7,United Kingdom
363,Earl,Jenkins,Male,Single,Sales,1,1,4,2610,2851,21,Permannent,16,1/25/2008,1,3,2,3,United Kingdom
364,Heather,Snyder,Female,Single,Sales,1,1,3,2851,9150,33,Permannent,16,1/26/2008,4,2,3,1,United Kingdom
365,Christine,Matthews,Male,Married,TECH,1,1,1,3452,17663,37,Permannent,16,1/27/2008,3,3,3,5,United Kingdom
366,Kaylee,Dixon,Female,Married,TECH,2,1,3,5258,16044,46,Permannent,16,1/28/2008,3,2,4,1,United Kingdom
367,Ariel,Prince,Female,Single,Sales,2,1,2,9355,9558,41,Permannent,16,1/29/2008,1,5,3,8,United Kingdom
368,Emma,Hinton,Female,Single,TECH,3,1,4,10496,2755,50,Permannent,16,1/30/2008,4,2,3,4,United Kingdom
369,Kara,Esparza,Male,Married,Sales,2,1,3,6380,6110,40,Permannent,16,1/31/2008,3,6,3,6,United Kingdom
370,Erika,Cruz,Male,Single,TECH,1,1,2,2657,7551,31,Permannent,16,2/1/2008,3,5,3,2,United Kingdom
371,Preston,Erickson,Male,Single,Sales,1,1,2,2716,25422,21,Permannent,16,2/2/2008,3,0,3,1,United Kingdom
372,Brittney,Norris,Male,Single,TECH,1,1,4,2201,18168,29,Permannent,16,2/3/2008,4,4,3,3,United Kingdom
373,Gilbert,Lin,Female,Single,TECH,2,1,2,6540,19394,35,Permannent,16,2/4/2008,3,5,3,1,United Kingdom
374,Jose,Deleon,Female,Divorced,TECH,1,1,2,3816,17881,27,Permannent,16,2/5/2008,4,2,3,5,United Kingdom
375,Phyllis,Strickland,Male,Single,Sales,2,1,4,5253,20750,28,Permannent,16,2/6/2008,2,1,3,7,United Kingdom
376,Robyn,Ferrell,Male,Single,TECH,3,1,3,10965,12066,49,Permannent,16,2/7/2008,2,2,3,5,United Kingdom
377,Marie,Taylor,Male,Married,Sales,2,1,4,4936,14862,51,Permannent,16,2/8/2008,3,2,2,7,United Kingdom
378,Cameron,Gray,Male,Married,TECH,1,1,3,2543,11868,36,Permannent,16,2/9/2008,4,3,3,2,United Kingdom
379,Calvin,Gilbert,Female,Single,Sales,2,1,4,5304,4652,34,Permannent,16,2/10/2008,1,3,2,5,United Kingdom
380,Glenn,Graves,Female,Single,TECH,4,1,4,16659,23258,55,Permannent,16,2/11/2008,3,2,3,5,United Kingdom
381,Jeff,Olsen,Female,Divorced,Sales,2,1,3,4260,5915,,Permannent,16,2/12/2008,4,2,4,5,United Kingdom
382,Wyatt,Monroe,Male,Married,Sales,1,1,2,2476,17434,30,Permannent,16,2/13/2008,3,3,3,1,United Kingdom
383,Gina,Leon,Female,Single,TECH,1,1,1,3102,6582,26,Permannent,16,2/14/2008,3,2,3,6,United Kingdom
384,Susan,Fritz,Male,Married,TECH,1,1,2,2244,24440,22,Permannent,16,2/15/2008,1,1,3,2,United Kingdom
385,Tommy,Combs,Male,Married,Sales,3,1,3,7596,3809,36,Permannent,16,2/16/2008,2,2,3,10,United Kingdom
386,Julian,Sherman,Female,Single,TECH,1,1,4,2285,3427,30,Permannent,16,2/17/2008,3,4,3,1,United Kingdom
387,Fernando,Carpenter,Female,Divorced,TECH,1,1,1,3034,26914,37,Permannent,16,2/18/2008,4,2,2,18,United Kingdom
388,Leonard,Parsons,Female,Divorced,Sales,2,1,2,5715,22553,40,Permannent,16,2/19/2008,4,5,3,5,United Kingdom
389,Nina,Giles,Male,Divorced,TECH,1,1,1,2576,20490,42,Permannent,16,2/20/2008,2,5,3,5,United Kingdom
390,Anne,Fox,Male,Single,TECH,2,1,2,4197,21123,37,Permannent,16,2/21/2008,3,2,2,1,United Kingdom
391,Mandy,Green,Male,Divorced,TECH,4,1,2,14336,4345,43,Permannent,16,2/22/2008,1,3,3,25,United Kingdom
392,Angel,Stokes,Male,Married,TECH,2,1,3,3448,13436,40,Permannent,16,2/23/2008,2,3,3,1,United Kingdom
393,Bryce,Ball,Female,Married,TECH,5,1,1,19406,8509,54,Permannent,16,2/24/2008,1,4,2,4,United Kingdom
394,Whitney,Vargas,Female,Married,Sales,2,1,3,6538,12740,34,Permannent,16,2/25/2008,3,3,3,3,United Kingdom
395,Natalie,Grimes,Male,Married,TECH,2,1,1,4306,4156,31,Permannent,16,2/26/2008,2,5,1,13,United Kingdom
396,Vickie,Velez,Male,Married,TECH,1,1,4,2258,15238,,Permannent,16,2/27/2008,4,1,3,3,United Kingdom
397,Grant,Morrison,Female,Divorced,TECH,2,1,3,4522,2227,43,Permannent,16,2/28/2008,3,3,3,5,United Kingdom
397,Grant,Morrison,Female,Divorced,TECH,2,1,3,4522,2227,43,Permannent,16,2/28/2008,3,3,3,5,United Kingdom
397,Grant,Morrison,Female,Divorced,TECH,2,1,3,4522,2227,43,Permannent,16,2/28/2008,3,3,3,5,United Kingdom
397,Grant,Morrison,Female,Divorced,TECH,2,1,3,4522,2227,43,Permannent,16,2/28/2008,3,3,3,5,United Kingdom
397,Grant,Morrison,Female,Divorced,TECH,2,1,3,4522,2227,43,Permannent,16,2/28/2008,3,3,3,5,United Kingdom
397,Grant,Morrison,Female,Divorced,TECH,2,1,3,4522,2227,43,Permannent,16,2/28/2008,3,3,3,5,United Kingdom
398,Bradley,Douglas,Male,Single,Sales,2,1,4,4487,12090,25,Permannent,16,2/29/2008,2,3,3,5,United Kingdom
399,Roberto,Yu,Male,Married,TECH,2,1,3,4449,23866,37,Permannent,16,3/1/2008,2,2,3,13,United Kingdom
400,Debbie,Lozano,Male,Married,TECH,1,1,1,2218,16193,31,Permannent,16,3/2/2008,4,3,3,4,United Kingdom
401,Henry,Ellis,Female,Divorced,TECH,5,1,3,19197,8213,39,Permannent,16,3/3/2008,2,3,3,21,United Kingdom
402,Kyle,Bartlett,Male,Married,Sales,4,1,1,13212,18256,56,Permannent,16,3/4/2008,3,0,2,7,United Kingdom
403,Ricky,Fitzpatrick,Female,Single,Sales,2,1,3,6577,19558,30,Permannent,16,3/5/2008,2,6,3,5,United Kingdom
404,Tanya,Spencer,Female,Married,Sales,3,1,1,8392,19566,41,Permannent,16,3/6/2008,2,2,3,10,United Kingdom
405,Francis,Walter,Female,Divorced,TECH,2,1,1,4558,13535,28,Permannent,16,3/7/2008,3,2,3,10,United Kingdom
406,Lydia,Alexander,Female,Married,TECH,1,1,1,4031,9396,25,Permannent,16,3/8/2008,1,5,3,2,United Kingdom
407,Jessica,Chambers,Male,Married,TECH,3,1,3,7969,19609,52,Permannent,16,3/9/2008,4,4,3,5,United Kingdom
408,Summer,Escobar,Male,Married,TECH,1,1,4,2654,9655,45,Permannent,16,3/10/2008,1,3,2,2,United Kingdom
409,Marisa,Vance,Male,Married,TECH,4,1,4,16555,10310,52,Permannent,16,3/11/2008,4,2,1,5,United Kingdom
410,Gabrielle,Fritz,Female,Divorced,TECH,2,1,3,4556,12932,42,Permannent,16,3/12/2008,1,3,3,5,United Kingdom
411,Maureen,Barrett,Female,Single,TECH,2,1,4,6091,24793,30,Permannent,16,3/13/2008,3,2,3,5,United Kingdom
412,Cody,Arnold,Female,Married,TECH,5,1,1,19566,3854,60,Permannent,16,3/14/2008,1,5,1,29,United Kingdom
413,Holly,Manning,Female,Divorced,TECH,2,1,3,4810,26314,46,Permannent,16,3/15/2008,3,5,2,10,United Kingdom
414,Samantha,Barr,Female,Married,TECH,2,1,4,4523,4386,42,Permannent,16,3/16/2008,4,4,4,6,United Kingdom
415,Hailey,Pena,Male,Single,Sales,1,1,2,3202,21972,24,Permannent,16,3/17/2008,1,4,3,5,United Kingdom
416,Phillip,Dalton,Male,Divorced,Sales,1,1,3,2351,12253,34,Permannent,16,3/18/2008,4,3,2,2,United Kingdom
417,Maria,Downs,Male,Married,TECH,1,1,4,1702,12106,38,Permannent,16,3/19/2008,4,3,3,1,United Kingdom
418,Sarah,Ayers,Male,Married,Sales,5,1,3,18041,13022,40,Permannent,16,3/20/2008,3,2,3,20,United Kingdom
419,Gregg,Hurst,Male,Divorced,TECH,1,1,4,2886,3032,26,Permannent,16,3/21/2008,1,3,1,3,United Kingdom
420,Micheal,Todd,Male,Married,TECH,1,1,4,2097,16734,,Permannent,16,3/22/2008,3,3,1,5,United Kingdom
421,Gabriel,Heath,Female,Married,TECH,3,1,3,11935,21526,29,Permannent,16,3/23/2008,2,2,3,10,United Kingdom
